MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,TARGET,OriginalDataSortOrder,Latitude,Longitude,StreetAddress_Full,ZipCode_Country,ZipCode_Full,ZipCode_FirstFive,ZipCode_LastFour,ZipCode_NearestApproximation
2.6979,33,4.075242718,0.980582524,933,2.264563107,2.66,3857,-118.43,34.17,"Buffalo Avenue, Van Nuys, Los Angeles, Los Angeles County, California, 91401, USA","91401, USA",91401,91401,-,-
4.4464,34,5.081585082,0.988344988,906,2.111888112,3.531,3858,-118.43,34.17,"Buffalo Avenue, Van Nuys, Los Angeles, Los Angeles County, California, 91401, USA","91401, USA",91401,91401,-,-
11.2093,42,6.876106195,0.902654867,284,2.513274336,5.00001,3859,-118.43,34.17,"Buffalo Avenue, Van Nuys, Los Angeles, Los Angeles County, California, 91401, USA","91401, USA",91401,91401,-,-
3.2763,29,4.482470785,1.071786311,1085,1.811352254,2.794,3860,-118.44,34.17,"Hazeltine Avenue, Van Nuys, Los Angeles, Los Angeles County, California, CA 91423, USA","91423, USA",91423,91423,-,-
4.0474,34,5.508403361,0.981092437,1233,2.590336134,3.797,3861,-118.43,34.16,"Morrison Street, Sherman Oaks, Los Angeles, Los Angeles County, California, 91423, USA","91423, USA",91423,91423,-,-
4.1218,35,4.943820225,1.030497592,1362,2.186195827,3.285,3862,-118.44,34.16,"Hazeltine Avenue, Sherman Oaks, Los Angeles, Los Angeles County, California, 91423, USA","91423, USA",91423,91423,-,-
4.0391,33,5.196141479,1.035369775,580,1.864951768,3.375,3863,-118.44,34.16,"Hazeltine Avenue, Sherman Oaks, Los Angeles, Los Angeles County, California, 91423, USA","91423, USA",91423,91423,-,-
3.7105,22,4.083606557,1.113114754,2237,1.833606557,2.726,3864,-118.45,34.16,"Sherman Oaks Community Hospital Heliport, Huston Street, Sherman Oaks, Los Angeles, Los Angeles County, California, CA 91423, USA","91423, USA",91423,91423,-,-
3.2386,21,4.578723404,1.121276596,996,2.119148936,2.773,3865,-118.45,34.17,"Albers Street, Van Nuys, Los Angeles, Los Angeles County, California, CA 91423, USA","91423, USA",91423,91423,-,-
4.3333,33,4.711246201,1.044072948,1388,2.109422492,2.613,3866,-118.45,34.17,"Albers Street, Van Nuys, Los Angeles, Los Angeles County, California, CA 91423, USA","91423, USA",91423,91423,-,-
4.1875,24,4.538709677,1.088709677,1463,2.359677419,3.093,3867,-118.46,34.17,"Lemona Avenue, Van Nuys, Los Angeles, Los Angeles County, California, 91403-1530, USA","91403-1530, USA",91403-1530,91403,1530,-
3.1478,22,4.165838509,1.078881988,2620,1.627329193,2.737,3868,-118.46,34.17,"Lemona Avenue, Van Nuys, Los Angeles, Los Angeles County, California, 91403-1530, USA","91403-1530, USA",91403-1530,91403,1530,-
4.475,33,5.170731707,1.016260163,1035,2.103658537,3.148,3869,-118.45,34.16,"Sherman Oaks Community Hospital Heliport, Huston Street, Sherman Oaks, Los Angeles, Los Angeles County, California, CA 91423, USA","91423, USA",91423,91423,-,-
4.4423,28,5.128440367,1.141284404,1173,2.152293578,2.804,3870,-118.46,34.16,"Lemona Avenue, Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, USA","91403, USA",91403,91403,-,-
4.3839,26,4.718518519,1.198148148,1098,2.033333333,2.991,3871,-118.46,34.16,"Lemona Avenue, Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, USA","91403, USA",91403,91403,-,-
2.875,22,3.573364761,1.0760165,4876,2.873305834,2.271,3872,-118.54,34.21,"Keswick Street, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.9886,32,4.740402194,1.034734918,1596,2.91773309,1.992,3873,-118.54,34.21,"Keswick Street, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.6731,35,5.385113269,0.970873786,1000,3.236245955,2.241,3874,-118.54,34.22,"Yolanda Avenue, Northridge, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1597,37,4.371584699,0.953551913,1012,2.765027322,2.016,3875,-118.54,34.2,"Iglesia Bautista De Reseda, Yolanda Avenue, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1319,33,5.262529833,1.081145585,1242,2.964200477,2.037,3876,-118.54,34.19,"Yolanda Avenue, Reseda, Los Angeles, Los Angeles County, California, 91335, USA","91335, USA",91335,91335,-,-
4.3462,36,5.919491525,1.108050847,1334,2.826271186,2.221,3877,-118.51,34.22,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91325, USA","91325, USA",91325,91325,-,-
4.9643,36,5.118367347,0.934693878,629,2.567346939,2.361,3878,-118.5,34.21,"Balboa Boulevard, Reseda, Los Angeles, Los Angeles County, California, 91406-1232, USA","91406-1232, USA",91406-1232,91406,1232,-
5.5675,36,5.376623377,1.006493506,817,2.652597403,2.159,3879,-118.5,34.21,"Balboa Boulevard, Reseda, Los Angeles, Los Angeles County, California, 91406-1232, USA","91406-1232, USA",91406-1232,91406,1232,-
4.185,36,4.979591837,0.987244898,1156,2.948979592,2.092,3880,-118.51,34.22,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91325, USA","91325, USA",91325,91325,-,-
4.7,36,6.020100503,1.057788945,1064,2.673366834,2.236,3881,-118.51,34.21,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.8646,36,5.488970588,1.047794118,766,2.816176471,2.132,3882,-118.51,34.22,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91325, USA","91325, USA",91325,91325,-,-
5.0282,35,5.64159292,0.982300885,959,4.243362832,1.954,3883,-118.52,34.22,"Burton Street, Reseda, Los Angeles, Los Angeles County, California, 91325-3301, USA","91325-3301, USA",91325-3301,91325,3301,-
5.5209,35,6.532258065,1.096774194,1052,4.241935484,2.033,3884,-118.52,34.22,"Burton Street, Reseda, Los Angeles, Los Angeles County, California, 91325-3301, USA","91325-3301, USA",91325-3301,91325,3301,-
4.3261,36,5.606557377,0.992974239,1490,3.489461358,2.067,3885,-118.52,34.21,"Lull Street, Northridge, Los Angeles, Los Angeles County, California, 91325-3301, USA","91325-3301, USA",91325-3301,91325,3301,-
5.1265,34,5.897163121,1.060283688,762,2.70212766,2.11,3886,-118.52,34.21,"Lull Street, Northridge, Los Angeles, Los Angeles County, California, 91325-3301, USA","91325-3301, USA",91325-3301,91325,3301,-
4.6607,29,4.730103806,0.979238754,2630,3.033448674,1.998,3887,-118.53,34.22,"Wynne Avenue, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.9389,18,4.308965517,1.097931034,1855,2.55862069,2.132,3888,-118.53,34.21,"Hatton Street, Reseda, Los Angeles, Los Angeles County, California, 91335-2819, USA","91335-2819, USA",91335-2819,91335,2819,-
5.0623,35,5.97235023,1.129032258,1427,3.288018433,2.464,3889,-118.55,34.21,"Keswick Street, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.4271,35,5.813880126,1.03785489,1041,3.283911672,2.051,3890,-118.56,34.22,"Roscoe Boulevard, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.5333,36,5.185483871,0.975806452,788,3.177419355,1.968,3891,-118.56,34.21,"Melvin Elementary School, Lull Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.3194,34,5.225490196,0.960784314,819,2.676470588,1.97,3892,-118.56,34.22,"Roscoe Boulevard, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.8247,33,4.827160494,1.034567901,2097,2.588888889,2.087,3893,-118.55,34.21,"Keswick Street, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.7313,13,4.696559504,1.0428652,4126,2.32712916,1.898,3894,-118.56,34.21,"Melvin Elementary School, Lull Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.3571,35,4.975903614,1.022375215,1757,3.024096386,1.998,3895,-118.52,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
3.225,33,4.285714286,1.072083879,2118,2.775884666,2.053,3896,-118.53,34.2,"18210, Sherman Way, Reseda, Los Angeles, Los Angeles County, California, 91335-2819, USA","91335-2819, USA",91335-2819,91335,2819,-
4.5125,35,5.363344051,1.067524116,807,2.594855305,2.003,3897,-118.5,34.21,"Balboa Boulevard, Reseda, Los Angeles, Los Angeles County, California, 91406-1232, USA","91406-1232, USA",91406-1232,91406,1232,-
4.1806,35,4.890909091,0.933333333,850,2.575757576,2.09,3898,-118.51,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.0924,37,4.990338164,1.048309179,1031,2.490338164,1.884,3899,-118.51,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.5648,36,4.864468864,1.051282051,823,3.014652015,1.937,3900,-118.52,34.21,"Lull Street, Northridge, Los Angeles, Los Angeles County, California, 91325-3301, USA","91325-3301, USA",91325-3301,91325,3301,-
2.2304,42,4.664670659,0.964071856,884,2.646706587,2.038,3901,-118.5,34.2,"McLennan Avenue, Encino, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.2344,33,4.930084746,1.014830508,1166,2.470338983,2.625,3902,-118.51,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
3.7049,34,5.36635514,1.085981308,1350,2.523364486,2.275,3903,-118.51,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
5.3028,35,6.026128266,0.992874109,1161,2.757719715,2.292,3904,-118.51,34.19,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.2865,38,5.757255937,1.079155673,1141,3.01055409,2.211,3905,-118.51,34.19,"Louise Avenue, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.1304,18,4.674367437,1.02640264,2047,2.251925193,2.291,3906,-118.5,34.2,"McLennan Avenue, Encino, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
5.0796,35,6.112359551,1.101123596,1158,2.602247191,2.283,3907,-118.5,34.19,"McLennan Avenue, Encino, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4,26,4.587234043,1.082978723,1142,2.429787234,2.247,3908,-118.5,34.19,"McLennan Avenue, Encino, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
2.6437,19,3.531096563,1.06710311,2490,2.037643208,1.95,3909,-118.52,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.9102,37,5.070621469,0.97740113,1082,3.056497175,2.072,3910,-118.52,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
2.8701,26,3.683250415,1.097844113,1998,3.313432836,1.911,3911,-118.53,34.2,"18210, Sherman Way, Reseda, Los Angeles, Los Angeles County, California, 91335-2819, USA","91335-2819, USA",91335-2819,91335,2819,-
3.6905,21,4.058917197,1.036624204,1624,2.585987261,1.798,3912,-118.55,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.1106,18,4.5796875,1.0328125,3161,2.46953125,1.706,3913,-118.55,34.19,"Haynes Street, Reseda, Los Angeles, Los Angeles County, California, 91335, USA","91335, USA",91335,91335,-,-
3.5313,31,4.730120482,1.012048193,1494,3.6,2.118,3914,-118.55,34.2,"Enadia Way, Reseda, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.9511,42,5.404907975,1.042944785,464,2.846625767,2.039,3915,-118.52,34.19,"Kittridge Street, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
3.8516,37,5.492957746,0.968309859,763,2.686619718,2.069,3916,-118.52,34.19,"Kittridge Street, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.8295,37,5.516034985,1.011661808,1039,3.029154519,2.121,3917,-118.52,34.19,"Kittridge Street, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
2.625,32,4.135860979,1.093206951,1961,3.097946288,1.923,3918,-118.53,34.19,"Reseda High School, Kittridge Street, Reseda, Los Angeles, Los Angeles County, California, 91406-5441, USA","91406-5441, USA",91406-5441,91406,5441,-
4.2143,34,5.402810304,0.908665105,1168,2.735362998,2.454,3919,-118.52,34.18,"Oxnard Street, Reseda, Los Angeles, Los Angeles County, California, 91316, USA","91316, USA",91316,91316,-,-
4.2083,26,5.366323907,1.137532134,2118,2.722365039,2.403,3920,-118.53,34.18,"Oxnard Street, Reseda, Los Angeles, Los Angeles County, California, 91356, USA","91356, USA",91356,91356,-,-
4.175,36,5.398601399,1.076923077,891,3.115384615,1.909,3921,-118.56,34.2,"Enadia Way, Reseda, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.0789,35,5.640198511,1.017369727,1431,3.550868486,1.967,3922,-118.56,34.2,"Enadia Way, Reseda, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.4548,35,5.585714286,1.028571429,425,3.035714286,2.014,3923,-118.56,34.19,"Haynes Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.9615,34,5.597285068,1.095022624,671,3.036199095,1.836,3924,-118.56,34.19,"Haynes Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.433,34,4.988394584,1.085106383,1237,2.392649903,2.351,3925,-118.56,34.19,"Haynes Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.8264,36,5.059259259,0.82962963,719,2.662962963,2.51,3926,-118.56,34.18,"Melvin Avenue, Tarzana, Los Angeles, Los Angeles County, California, 91371, USA","91371, USA",91371,91371,-,-
2.5739,22,4.586160109,1.071913161,2199,2.983717775,2.392,3927,-118.54,34.19,"Yolanda Avenue, Reseda, Los Angeles, Los Angeles County, California, 91335, USA","91335, USA",91335,91335,-,-
3.9632,25,4.56,1.075294118,1280,3.011764706,2.403,3928,-118.54,34.18,"Oxnard Street, Tarzana, Los Angeles, Los Angeles County, California, 91356-3213, USA","91356-3213, USA",91356-3213,91356,3213,-
4.675,36,5.09375,0.885416667,475,2.473958333,2.225,3929,-118.55,34.19,"Haynes Street, Reseda, Los Angeles, Los Angeles County, California, 91335, USA","91335, USA",91335,91335,-,-
4.3654,31,5.155555556,1.027777778,990,2.75,2.238,3930,-118.55,34.19,"Haynes Street, Reseda, Los Angeles, Los Angeles County, California, 91335, USA","91335, USA",91335,91335,-,-
3.0187,24,4.173775671,1.099526066,1649,2.605055292,2.177,3931,-118.58,34.21,"Mason Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.9974,26,3.620155039,1.037209302,1986,3.079069767,1.788,3932,-118.59,34.21,"Loma Verde Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.2149,18,4.758426966,1.039325843,733,4.117977528,2.019,3933,-118.59,34.2,"Independence Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.015,37,5.578313253,1.012048193,826,3.317269076,2.209,3934,-118.58,34.2,"Enadia Way, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.7798,27,4.769624573,1.034129693,1702,2.90443686,2.584,3935,-118.57,34.22,"Roscoe Boulevard, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.8798,23,6.393464052,1.036601307,2447,3.19869281,2.705,3936,-118.57,34.21,"Quakertown Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1359,17,4.607344633,1.063559322,1879,2.653954802,2.552,3937,-118.57,34.22,"Roscoe Boulevard, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.0313,13,5.079119086,1.074225122,3739,3.049755302,2.993,3938,-118.58,34.21,"Mason Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.6345,35,5.47008547,0.942307692,1428,3.051282051,2.282,3939,-118.58,34.22,"Roscoe Boulevard, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.7125,27,6.421511628,1.026162791,1034,3.005813953,2.509,3940,-118.58,34.21,"Mason Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.0462,34,6.370491803,1.049180328,895,2.93442623,2.277,3941,-118.59,34.21,"Loma Verde Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.8333,34,4.647859922,1.013618677,1560,3.035019455,2.254,3942,-118.59,34.21,"Loma Verde Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.8039,21,3.984918307,1.072475911,7282,3.050691244,2.275,3943,-118.6,34.21,"Alabama Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.6407,34,6.065972222,0.967013889,1861,3.230902778,2.515,3944,-118.61,34.21,"Farralone Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.6356,33,5.660899654,0.951557093,866,2.996539792,2.413,3945,-118.62,34.22,"Faust Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
6.1074,26,6.304093567,1.007797271,1597,3.113060429,2.586,3946,-118.62,34.21,"Vicky Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.0909,34,6.151869159,1.10046729,1313,3.067757009,2.329,3947,-118.62,34.22,"Faust Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.3534,41,4.318367347,0.930612245,778,3.175510204,1.805,3948,-118.61,34.21,"Farralone Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.6296,16,3.616842105,0.983157895,896,1.886315789,1.609,3949,-118.61,34.2,"Farralone Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.4527,33,6.426108374,1.061576355,1208,2.975369458,2.271,3950,-118.61,34.21,"Farralone Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.7613,23,6.296747967,1.101626016,1486,3.020325203,2.358,3951,-118.62,34.2,"Enadia Way, Canoga Park, Los Angeles, Los Angeles County, California, 91367-1604, USA","91367-1604, USA",91367-1604,91367,1604,-
5.5709,31,6.721088435,1.100340136,1762,2.996598639,2.448,3952,-118.63,34.21,"Sedan Avenue, West Hills, Los Angeles, Los Angeles County, California, 91304-3230, USA","91304-3230, USA",91304-3230,91304,3230,-
8.4438,16,7.512195122,1,1902,3.31358885,3.9,3953,-118.64,34.22,"Lester Lane, Lakeside Park, West Hills, Los Angeles, Los Angeles County, California, 91304-3230, USA","91304-3230, USA",91304-3230,91304,3230,-
9.6465,5,7.902474527,0.96797671,2315,3.369723435,5.00001,3954,-118.65,34.21,"Ashton Court, Lakeside Park, West Hills, Los Angeles, Los Angeles County, California, 91304-3230, USA","91304-3230, USA",91304-3230,91304,3230,-
6.9223,23,7.069943289,1.024574669,3037,2.870510397,3.384,3955,-118.65,34.2,"Rock Ridge Terrace, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
5.0025,32,5.932110092,1.014678899,1678,3.078899083,2.349,3956,-118.62,34.2,"Enadia Way, Canoga Park, Los Angeles, Los Angeles County, California, 91367-1604, USA","91367-1604, USA",91367-1604,91367,1604,-
6.7785,19,7.801052632,1.1,2814,2.962105263,3.361,3957,-118.63,34.2,"Sherman Way, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
2.5797,17,3.486624204,1.105732484,2924,3.724840764,1.835,3958,-118.59,34.21,"Loma Verde Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.754,21,2.64254062,1.00295421,2300,3.397341211,1.798,3959,-118.59,34.2,"Independence Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.2297,10,3.46079614,1.135102533,2162,2.607961399,1.5,3960,-118.6,34.2,"Public Parking, Remmet Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.6159,19,3.292091837,1.093112245,2004,2.556122449,1.823,3961,-118.6,34.21,"Alabama Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.0483,35,4.985915493,1.01971831,1083,3.050704225,2.21,3962,-118.56,34.2,"Enadia Way, Reseda, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1181,36,4.905027933,0.932960894,499,2.787709497,1.904,3963,-118.57,34.21,"Quakertown Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.1818,18,4.212477928,1.100058858,4642,2.732195409,2.08,3964,-118.57,34.2,"Saint Martin In The Fields Church, Winnetka Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.5,21,4.304913295,1.075144509,1824,2.63583815,2.237,3965,-118.58,34.2,"Enadia Way, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1111,36,6.103286385,1.035211268,1246,2.924882629,2.156,3966,-118.56,34.19,"Haynes Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.5568,36,5.750561798,1.053932584,1358,3.051685393,2.015,3967,-118.57,34.2,"Saint Martin In The Fields Church, Winnetka Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.223,33,5.584126984,0.987301587,943,2.993650794,2.092,3968,-118.57,34.2,"Saint Martin In The Fields Church, Winnetka Avenue, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.1463,35,6.257028112,1.072289157,793,3.184738956,2.202,3969,-118.58,34.2,"Enadia Way, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.233,35,6.125,1.055555556,756,3.5,2.213,3970,-118.58,34.2,"Enadia Way, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.8125,34,6.296829971,1.07204611,986,2.841498559,2.667,3971,-118.56,34.19,"Haynes Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.8839,35,6.931547619,1.1875,966,2.875,2.249,3972,-118.58,34.19,"Kittridge Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
3.3125,27,4.149080348,1.03678606,2863,2.771539206,2.228,3973,-118.58,34.19,"Kittridge Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
2.85,15,2.839517625,1.000927644,2173,2.015769944,1.875,3974,-118.58,34.19,"Kittridge Street, Winnetka, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.6159,28,6.34965035,0.993006993,368,2.573426573,3.405,3975,-118.58,34.18,"Stadium Way, Warner Center, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.0309,29,6.239690722,1.036082474,1120,2.886597938,2.448,3976,-118.62,34.2,"Enadia Way, Canoga Park, Los Angeles, Los Angeles County, California, 91367-1604, USA","91367-1604, USA",91367-1604,91367,1604,-
6.4044,25,7.116173121,1.066059226,1241,2.826879271,3.331,3977,-118.62,34.18,"Oxnard Street, Woodland Hills, Los Angeles, Los Angeles County, California, 91367-1604, USA","91367-1604, USA",91367-1604,91367,1604,-
5.5101,35,6.13968254,0.974603175,905,2.873015873,2.674,3978,-118.62,34.19,"Hamlin Street Elementary School, Hamlin Street, Warner Center, Los Angeles, Los Angeles County, California, 91302, USA","91302, USA",91302,91302,-,-
5.5191,29,6.196296296,1.051851852,794,2.940740741,2.458,3979,-118.61,34.2,"Farralone Avenue, Canoga Park, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
4.1154,28,5.455064194,1.068473609,1790,2.553495007,2.464,3980,-118.61,34.19,"Farralone Avenue, Warner Center, Los Angeles, Los Angeles County, California, 91303, USA","91303, USA",91303,91303,-,-
4.3125,34,5.535433071,1,369,2.905511811,2.101,3981,-118.61,34.19,"Farralone Avenue, Warner Center, Los Angeles, Los Angeles County, California, 91303, USA","91303, USA",91303,91303,-,-
2.8312,16,4.516050878,1.266807995,5105,1.546032707,2.139,3982,-118.6,34.19,"Metro Orange Line, Warner Center, Los Angeles, Los Angeles County, California, 91311, USA","91311, USA",91311,91311,-,-
5.1529,32,6.337477798,1.04973357,1741,3.092362345,2.596,3983,-118.63,34.19,"Haynes Street, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
6.6689,32,7.064377682,1.038626609,697,2.991416309,4.33,3984,-118.63,34.18,"Oxnard Street, Woodland Hills, Los Angeles, Los Angeles County, California, 91367-1604, USA","91367-1604, USA",91367-1604,91367,1604,-
6.0094,30,6.363395225,0.98938992,1062,2.816976127,2.456,3985,-118.64,34.19,"Gross Avenue, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
5.6163,33,6.419148936,1.05106383,1423,3.027659574,2.484,3986,-118.64,34.19,"Gross Avenue, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
5.1641,33,6.191869919,1.01300813,1784,2.900813008,2.634,3987,-118.64,34.18,"Aetna Street, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
4.4167,28,6.284069098,1.09596929,1424,2.733205374,2.473,3988,-118.64,34.19,"Gross Avenue, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
4.925,27,5.5,1.039877301,1016,3.116564417,2.403,3989,-118.65,34.18,"Oxnard Street, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
5.2016,27,5.577464789,1.028169014,1346,2.708249497,2.43,3990,-118.65,34.19,"Debs Avenue, West Hills, Los Angeles, Los Angeles County, California, 91307, USA","91307, USA",91307,91307,-,-
